id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
1056,Harloc,41.870,-224.443,CC,Sian Commonality,Region 4,null,Other,0,Other
1057,Harminous,-185.971,-444.404,MOC,null,null,null,Other,0,Other
1058,Harmony,-141.639,-170.624,FWL,Principality of Regulus,null,null,Other,0,Other
1059,Harpster,213.251,82.416,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
1060,Harrow's Sun,261.847,71.038,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
1061,Harsefeld,-17.856,-141.977,FWL,null,null,null,Other,0,Other
1062,Hartshill,323.626,407.593,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
1063,Harvest,-62.052,375.286,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1064,Hassad,-29.989,-160.615,FWL,Duchy of Orloff,null,null,Other,0,Other
1065,Hassi R'mel,288.727,278.863,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1066,Hastur,-82.978,-402.337,null,null,null,null,Other,0,Other
1067,Havdhem,183.269,185.545,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1068,Hawktor,450.702,-333.110,null,null,null,null,Other,0,Other
1069,Haynesville,455.201,79.572,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
1070,Hazeldean,-409.263,-165.467,FWL,null,null,null,Other,0,Other
1071,Hazelhurst,550.070,65.349,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
1072,Hean,74.697,-14.518,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
1073,Heart Fjord,-135.270,-203.398,null,null,null,null,Other,0,Other
1074,Heathville,-509.832,91.851,null,null,null,null,Other,0,Other
1075,Hecheng,332.312,-266.247,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
1076,Hechnar,-16.840,-26.076,null,null,null,null,Other,0,Other
1077,Hednesford,-365.924,-228.851,FWL,null,null,null,Other,0,Other
1078,Hegel,-239.883,126.151,null,null,null,null,Other,0,Other
1079,Heidelburg,-301.157,508.422,null,null,null,null,Other,0,Other
1080,Heiligendreuz,3.354,277.832,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
1081,Helbrent,-424.484,-47.393,CF,null,null,null,Other,0,Other
1082,Helduza,-518.076,279.196,null,null,null,null,Other,0,Other
1083,Helen,57.454,10.034,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
1084,Heliat,124.233,-485.739,AuC,null,null,null,Other,0,Other
1085,Heligoland,86.076,-145.054,CC,Sarna Commonality,Region 7,null,Other,0,Other
1086,Helixmar,175.551,-203.100,null,null,null,null,Other,0,Other
1087,Helland,489.948,243.170,null,null,null,null,Other,0,Other
1088,Hellos Minor,-185.483,-180.968,FWL,Principality of Regulus,null,null,Other,0,Other
1089,Hell's Paradise,-293.756,-65.872,null,null,null,null,Other,0,Other
1090,Helm,-133.614,-58.208,FWL,Stewart Commonality,null,null,Other,0,Other
1091,Helsingfors,143.712,152.719,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1092,Helvetica,-232.593,-571.418,null,null,null,null,Other,0,Other
1093,Hephzibah,457.521,-167.550,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1094,Herat,200.136,-185.658,null,null,null,null,Other,0,Other
1095,Herbania,-276.337,393.051,null,null,null,null,Other,0,Other
1096,Here,-150.168,444.822,LC,Tamar Pact,Trellshire,null,Other,0,Other
1097,Hergazil,646.511,130.509,null,null,null,null,Other,0,Other
1098,Hermagor,23.764,388.984,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
1099,Herndon,225.403,332.375,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1100,Herotitus,58.729,-430.110,I,null,null,null,Other,0,Other
1101,Herrmaz,-241.420,-446.316,null,null,null,null,Other,0,Other
1102,Herzberg,-309.947,21.414,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1103,Hè-shì,190.389,-305.208,null,null,null,null,Other,0,Other
1104,Hesperus,-123.603,46.734,LC,Federation of Skye,Rahneshire,null,Major Industrial,6,Other
1105,Hexare,31.017,-233.165,CC,Sian Commonality,Region 3,null,Other,0,Other
1106,Hiberius,-513.023,65.019,null,null,null,null,Other,0,Other
1107,Hibuarius,-38.682,-410.743,null,null,null,null,Other,0,Other
1108,Hickok,432.187,-4.961,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
1109,Highspire,100.289,-119.184,CC,Sarna Commonality,Region 2,null,Other,0,Other
1110,Hildaman,170.519,90.257,null,null,null,null,Other,0,Other
1111,Hillerod,-128.261,141.864,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
1112,Himmels,-440.091,-59.547,CF,null,null,null,Other,0,Other
1113,Hinckley,-452.377,98.703,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1114,Hindmarsh,-195.462,-271.724,FWL,null,null,null,Other,0,Other
1115,Hiratsuka,-258.499,-253.388,FWL,null,null,null,Other,0,Other
1116,Hirtshals,-329.067,507.801,null,null,null,null,Other,0,Other
1117,Hivrannee,626.057,-5.990,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
1118,Hobbs,255.386,-244.069,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1119,Hobson,214.194,-283.977,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1120,Hódmezovásárhely,-193.279,-142.506,null,null,null,null,Other,0,Other
1121,Hoensbroek,485.276,-130.965,null,null,null,null,Other,0,Other
1122,Hoff,264.176,36.654,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
1123,Hohenems,-18.361,348.402,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1124,Hollabrunn,-208.346,33.295,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
1125,Holloway,64.875,-301.458,CC,Sian Commonality,Region 10,null,Other,0,Other
1126,Holmsbu,57.674,441.912,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
1127,Holt,-49.375,-102.928,FWL,null,null,null,Other,0,Other
1128,Homam,146.299,51.907,DC,Benjamin Military District,Proserpina Prefecture,null,Other,0,Other
1129,Home,-278.619,-163.985,FWL,null,null,null,Other,0,Other
1130,Homestead,57.896,-283.618,CC,Sian Commonality,Region 5,null,Other,0,Other
1131,Hongor,390.063,314.277,DC,Pesht Military District,Ningxia Prefecture,null,Other,0,Other
1132,Hongqiao,-227.178,-232.669,FWL,Principality of Regulus,null,null,Other,0,Other
1133,Hood,-269.113,369.338,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1134,Hoonaar,460.634,-264.984,FS,Crucis March,Chirikof Operational Area,Kearny Combat Region,Other,0,Other
1135,Horneburg,-225.394,166.940,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1136,Hornir's Keep,-258.372,-33.630,null,null,null,null,Other,0,Other
1137,Horsham,155.349,-354.979,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
1138,Hortense,488.030,-144.558,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1139,Hot Springs,-170.584,367.787,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1140,Housekarle,33.337,-276.876,CC,Sian Commonality,Region 5,null,Other,0,Other
1141,Howick,-343.838,315.833,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1142,Howrah,-219.753,-279.253,FWL,null,null,null,Other,0,Other
1143,Hoyleton,506.128,-51.745,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
1144,Hrafn,618.547,232.599,null,null,null,null,Other,0,Other
1145,Hsien,5.683,-54.334,CC,Tikonov Commonality,Region 4,null,Other,0,Other
1146,Huaide,376.880,286.623,DC,Pesht Military District,Ningxia Prefecture,null,Other,0,Other
1147,Huan,304.753,98.175,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
1148,Huanghuadian,42.347,-432.173,null,null,null,null,Other,0,Other
1149,Hudeiba,-78.583,-285.400,FWL,Mosiro Archipelago,null,null,Other,0,Other
1150,Huesta,-431.954,34.134,null,null,null,null,Other,0,Other
1151,Humansville,552.890,-32.356,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
1152,Hun Ho,250.211,136.693,DC,Galedon Military District,Oshika Prefecture,null,Other,0,Other
1153,Hunan,71.209,-95.949,CC,Sarna Commonality,Region 1,null,Other,0,Other
1154,Hunter's Paradise,-599.964,133.613,null,null,null,null,Other,0,Other
1155,Huntington,-395.483,-186.677,FWL,null,null,null,Other,0,Other
1156,Hurgh,129.044,-171.023,null,null,null,null,Other,0,Other
1157,Hurik,77.792,-396.306,CC,Sian Commonality,Region 15,null,Other,0,Other
1158,Huron,315.102,-71.907,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1159,Hustaing,55.052,-245.656,CC,Sian Commonality,Region 4,null,Other,0,Other
1160,Hyades Cluster,191.317,-389.550,TC,Hyades Union,null,null,Other,0,Other
1161,Hyalite,268.824,-354.187,FS,Capellan March,Taygeta Operational Area,Warren PDZ,Other,0,Other
1162,Hyde,-162.356,2.540,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
1163,Hyner,204.201,327.985,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1164,Hyperion,-19.402,277.063,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
1165,Ibarra,-253.047,-182.023,FWL,null,null,null,Other,0,Other
1166,Ibstock,-20.985,-101.910,FWL,null,null,null,Other,0,Other
1167,Icar,-83.499,413.799,LC,Tamar Pact,Trellshire,null,Other,0,Other
1168,Ichlangis,101.656,-401.216,AuC,null,null,null,Other,0,Other
1169,Ichmandu,-82.899,525.212,null,null,null,null,Other,0,Other
1170,Ictus,547.266,186.204,null,null,null,null,Other,0,Other
1171,Ideyld,-201.408,-97.499,FWL,null,null,null,Other,0,Other
1172,Idlewind,123.552,429.051,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
1173,Ife,71.485,-288.139,null,null,null,null,Other,0,Other
1174,Igualada,290.274,114.234,DC,Galedon Military District,Matsuida Prefecture,null,Other,0,Other
1175,Iijima,211.180,196.151,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
1176,Ikast,101.312,-284.107,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
1177,Iknogoro,-50.158,-248.430,FWL,null,null,null,Other,0,Other
1178,Ildlandet,-241.134,-320.682,null,null,null,null,Other,0,Other
1179,Ilion,-285.299,-28.826,null,null,null,null,Other,0,Other
1180,Illium,-207.376,439.225,null,null,null,null,Other,0,Other
1181,Illiushin,211.927,-397.510,TC,Hyades Union,null,null,Minor Industrial,2,Other
1182,Illyria,-439.228,-178.110,IP,null,null,null,Other,0,Faction Capital
1183,Ilmachna,-3.351,-108.450,null,null,null,null,Other,0,Other
1184,Ilmar,48.803,-170.535,null,null,null,null,Other,0,Other
1185,Ilzra,-397.863,2.286,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1186,Imalda,29.976,-240.203,CC,Sian Commonality,Region 3,null,Other,0,Other
1187,Imbrial,294.158,-49.416,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
1188,Imbros,-2.077,34.077,DC,Dieron Military District,Kessel Prefecture,null,Other,0,Other
1189,Immenstadt,82.181,-277.961,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
1190,Ina,199.014,-391.106,null,null,null,null,Other,0,Other
1191,Inarcs,-295.180,337.543,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1192,Inchicore,-362.372,7.443,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1193,Incukalns,-201.110,212.952,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1194,Indicass,72.368,-249.026,CC,St. Ives Commonality,Region 3,null,Minor Industrial,1,Other
1195,Indrapurai,-539.365,176.882,null,null,null,null,Other,0,Other
1196,Ingenstrem,317.163,-225.435,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1197,Ingersoll,-5.179,-172.210,CC,Capella Commonality,Region 1,null,Other,0,Other
1198,Ingonish,-88.157,-344.072,FWL,Duchy of Andurien,null,null,Other,0,Other
1199,Ingress,49.622,-18.661,CC,Tikonov Commonality,Region 3,null,Other,0,Other
1200,Ingvolstand,-153.297,570.181,CI,null,null,null,Other,0,Other
1201,Inman,556.020,7.187,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
1202,Inner End,587.295,75.170,FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ,Other,0,Other
1203,Inner Surge,-471.848,321.894,null,null,null,null,Other,0,Other
1204,Iolas,-417.614,-62.530,CF,null,null,null,Other,0,Other
1205,Ionus,-183.568,-152.784,FWL,Marik Commonwealth,null,null,Other,0,Other
1206,Ipava,259.003,-105.802,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
1207,Ipswich,-48.342,-232.969,FWL,null,null,null,Other,0,Other
1208,Irece,179.371,293.992,DC,Pesht Military District,Kagoshima Prefecture,null,Minor Industrial,1,Minor Capital
1209,Irian,-46.531,-56.396,FWL,null,null,null,Major Industrial,3,Other
1210,Iron Land,-88.314,445.546,null,null,null,null,Other,0,Other
1211,Irurzun,187.050,97.538,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Minor Capital
1212,Isabela,-270.887,-242.484,FWL,null,null,null,Other,0,Other
1213,Isesaki,277.093,193.852,DC,Galedon Military District,Oshika Prefecture,null,Other,0,Other
1214,Isfahan,163.233,460.221,null,null,null,null,Other,0,Other
1215,Ishtar,187.985,-388.078,TC,Hyades Union,null,null,Other,0,Other
1216,Islamabad,321.562,-254.180,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
1217,Issaba,-406.387,265.426,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1218,Itabaiana,127.168,307.557,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1219,Itica,-64.064,-373.084,null,null,null,null,Other,0,Other
1220,Ito,7.478,-275.583,CC,Sian Commonality,Region 3,null,Other,0,Other
1221,Itrom,92.459,-442.683,AuC,null,null,null,Other,0,Other
1222,Itzehoe,-76.479,-518.769,null,null,null,null,Other,0,Other
1223,Izar,-59.981,97.402,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
1224,Izmir,-340.859,-268.167,null,null,null,null,Other,0,Other
1225,Jaboatao,481.307,-212.055,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1226,Jabuka,-28.450,219.417,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
1227,Jacobabad,407.865,-283.421,null,null,null,null,Other,0,Other
1228,Jacomarle,12.911,-382.628,CC,Sian Commonality,Region 13,null,Other,0,Other
1229,Jacson,110.619,-346.452,CC,Sian Commonality,Region 11,null,Other,0,Other
1230,Jaipur,175.508,-280.246,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
1231,Jamestown,194.879,-387.717,TC,Hyades Union,null,null,Other,0,Other
1232,Janina,-446.611,173.838,null,null,null,null,Other,0,Other
1233,Jansen's Hold,183.985,-378.279,TC,Hyades Union,null,null,Other,0,Other
1234,Jápminboddu,-220.275,510.011,null,null,null,null,Other,0,Other
1235,Jardangal,-546.017,290.188,null,null,null,null,Other,0,Other
1236,Jardine,-200.944,-91.199,CS(H),null,null,null,Other,0,Other
1237,Jarett,102.171,415.147,DC,Rasalhague Military District,Trondheim Prefecture,null,Minor Industrial,1,Other
1238,Jasmine,-31.030,-202.145,CC,Capella Commonality,Region 5,null,Other,0,Other
1239,Jászberény,-105.574,-142.411,null,null,null,null,Other,0,Other
1240,Jatznik,-302.218,191.495,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
1241,Jaumegarde,-140.651,98.175,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
1242,Java,2.717,-241.816,null,null,null,null,Other,0,Other
1243,Jeanette,222.033,367.304,DC,Pesht Military District,Bjarred Prefecture,null,Other,0,Other
1244,Jeju,212.589,443.060,null,null,null,null,Other,0,Other
1245,Jenet,191.664,-253.952,null,null,null,null,Other,0,Other
1246,Jeppens,589.909,111.747,null,null,null,null,Other,0,Other
1247,Jerangle,-318.176,355.385,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1248,Jeronimo,183.010,340.642,DC,Pesht Military District,Bjarred Prefecture,null,Other,0,Other
1249,Jesenice,-266.861,347.423,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
1250,Jesup,500.432,-121.562,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
1251,Jezersko,88.129,369.883,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
1252,Jiddah,-279.411,-236.041,FWL,null,null,null,Other,0,Other
1253,Jilin,-6.215,-114.935,null,null,null,null,Other,0,Other
1254,Joan's Post,509.796,245.110,null,null,null,null,Other,0,Other
1255,Jodipur,406.348,-247.142,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1256,Johnson,531.755,252.287,null,null,null,null,Other,0,Other
1257,Johnsondale,160.780,-23.051,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Minor Industrial,1,Other
1258,Jonathan,100.547,-93.105,CC,Sarna Commonality,Region 2,null,Other,0,Other
1259,Jonzac,115.275,-297.587,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
1260,Jordan Wais,496.804,177.265,OA,Alpheratz Province,null,null,Other,0,Other
1261,Jorvikland,-210.488,307.656,null,null,null,null,Other,0,Other
1262,Joshua,625.486,129.652,null,null,null,null,Other,0,Other
1263,Josselin,374.884,6.219,null,null,null,null,Other,0,Other
1264,Jouques,-110.619,-211.757,FWL,Duchy of Oriente,null,null,Other,0,Other
1265,Joyz,-135.403,-448.365,MOC,null,null,null,Other,0,Other
1266,Juazeiro,162.575,301.641,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
1267,Jubka,-338.693,-210.466,FWL,null,null,null,Other,0,Other
1268,Junction,134.928,78.787,DC,Benjamin Military District,Proserpina Prefecture,null,Other,0,Other
1269,June,405.833,-264.187,FS,Crucis March,Chirikof Operational Area,Kearny Combat Region,Other,0,Other
1270,Jungar Qi,15.543,-281.895,null,null,null,null,Other,0,Other
1271,Junior,399.620,0.985,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
1272,Kabah,207.047,369.593,DC,Pesht Military District,Albiero Prefecture,null,Other,0,Other
1273,Kaesong,59.693,296.706,DC,Rasalhague Military District,Alshain Prefecture,null,Other,0,Other
1274,Kafr Silim,118.636,-287.973,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
1275,Kagoshima,201.112,254.850,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Minor Capital
1276,Kaguyak,297.251,-236.036,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1277,Kaifeng,71.853,-152.286,CC,Sarna Commonality,Region 5,null,Other,0,Other
1278,Kaitangata,231.608,-279.750,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Other,0,Other
1279,Kaiyuh,362.400,-217.705,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
1280,Kajikazawa,88.409,142.617,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
1281,Kakada,-290.316,-124.637,FWL,null,null,null,Other,0,Other
1282,Kaldu,599.067,180.035,null,null,null,null,Other,0,Other
1283,Kalidasa,-105.763,-23.051,FWL,Silver Hawks Coalition,null,null,Minor Industrial,1,Other
1284,Kalmar,-67.584,-302.283,null,null,null,null,Other,0,Other
1285,Kamarod,346.365,360.326,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
